position_id,signal,entry_date,exit_reason,contracts,entry_price,exit_price,pnl,pnl_pct,spy_entry,spy_exit,confidence
HF_0001,PUT_HF,2025-01-06,SCALP_PROFIT,21,0.11425101088849532,0.33037692247907013,453.8644143402071,1.8916761428177256,587.124893653877,587.124893653877,0.8
HF_0002,CALL_HF,2025-01-07,STOP_LOSS,14,0.17445889432016579,0.11934668002833675,-77.15710000856066,-0.3159037233761638,597.1716722447235,597.1716722447235,0.8
HF_0003,CALL_HF,2025-01-07,STOP_LOSS,6,0.3899909102938094,0.12270803998547396,-160.3697221850013,-0.6853566666642852,597.1716722447235,597.1716722447235,0.8
HF_0004,CALL_HF,2025-01-07,STOP_LOSS,9,0.2571485470688818,0.09997087336031771,-141.45990633770765,-0.6112329838148425,597.1716722447235,597.1716722447235,0.8
HF_0005,CALL_HF,2025-01-07,SCALP_PROFIT,17,0.13888520687972356,0.23606962992138592,165.21351917082595,0.6997463965030151,597.1716722447235,597.1716722447235,0.8
HF_0006,CALL_HF,2025-01-07,SCALP_PROFIT,25,0.10116219631951463,0.2407597476051248,348.9938782140255,1.3799379250792445,597.1716722447235,597.1716722447235,0.85
HF_0007,CALL_HF,2025-01-07,STOP_LOSS,8,0.3049837612482529,0.15457180747276003,-120.32956302039427,-0.49318020461115447,597.1716722447235,597.1716722447235,0.85
HF_0008,CALL_HF,2025-01-07,SCALP_PROFIT,13,0.18703365916418932,0.29683098047900275,142.73651770925744,0.5870457852638533,597.1716722447235,597.1716722447235,0.85
HF_0009,CALL_HF,2025-01-07,SCALP_PROFIT,15,0.16874275058218718,0.295695666748041,190.42937424878068,0.7523458976924795,597.1716722447235,597.1716722447235,0.85
HF_0010,CALL_HF,2025-01-07,SCALP_PROFIT,25,0.10128824458408606,0.3070159025993662,514.3191450382003,2.0311109039360637,597.1716722447235,597.1716722447235,0.85
HF_0011,PUT_HF,2025-01-08,SCALP_PROFIT,12,0.20272390668350534,0.265000742665289,74.73220317814042,0.3072002557597261,578.8164941026236,578.8164941026236,0.8
HF_0012,PUT_HF,2025-01-08,STOP_LOSS,9,0.2642356303446251,0.10072920913853242,-147.1557790854834,-0.6187902100592643,578.8164941026236,578.8164941026236,0.8
HF_0013,PUT_HF,2025-01-08,SCALP_PROFIT,15,0.16885559647312498,0.2582520883448819,134.09473780763537,0.529425697098439,578.8164941026236,578.8164941026236,0.8
HF_0014,PUT_HF,2025-01-08,SCALP_PROFIT,17,0.147201310737681,0.2140067778233919,113.56929404570855,0.45383744717301533,578.8164941026236,578.8164941026236,0.8
HF_0015,PUT_HF,2025-01-08,STOP_LOSS,8,0.31719059931852767,0.16572083683530622,-121.17580998657715,-0.47753547175940475,578.8164941026236,578.8164941026236,0.8
HF_0016,PUT_HF,2025-01-08,STOP_LOSS,7,0.3330081969748,0.17983784234113406,-107.21924824356614,-0.459959712779253,578.8164941026236,578.8164941026236,0.8
HF_0017,PUT_HF,2025-01-08,SCALP_PROFIT,11,0.22950896871863596,0.2748094080594627,49.83048327490934,0.19737982177229096,578.8164941026236,578.8164941026236,0.8
HF_0018,PUT_HF,2025-01-08,STOP_LOSS,7,0.33635011755280003,0.10553734085179607,-161.56894369070278,-0.6862277271681676,578.8164941026236,578.8164941026236,0.8
HF_0020,PUT_HF,2025-01-08,SCALP_PROFIT,17,0.15051450353912776,0.2611895948852634,188.14765528843054,0.7353118054657403,578.8164941026236,578.8164941026236,0.8
HF_0019,PUT_HF,2025-01-08,STOP_LOSS,8,0.30065207144458944,0.18344374923867843,-93.76665776472882,-0.38984704692950256,578.8164941026236,578.8164941026236,0.8
HF_0021,PUT_HF,2025-01-08,STOP_LOSS,12,0.2079329940713605,0.09926913684650378,-130.39662866982806,-0.5225907399167464,578.8164941026236,578.8164941026236,0.8
HF_0022,PUT_HF,2025-01-08,STOP_LOSS,7,0.3706690043423928,0.16796824025802495,-141.89053485905754,-0.5468511305496966,578.8164941026236,578.8164941026236,0.85
HF_0023,PUT_HF,2025-01-08,STOP_LOSS,8,0.2957697927511745,0.13251170220861122,-130.6064724340506,-0.5519768906215152,578.8164941026236,578.8164941026236,0.8
HF_0024,PUT_HF,2025-01-08,SCALP_PROFIT,13,0.19141179754149998,0.2869964786603645,124.26008545452385,0.499366717969099,578.8164941026236,578.8164941026236,0.8
HF_0025,PUT_HF,2025-01-08,STOP_LOSS,8,0.31060504094936187,0.15867011404151168,-121.54794152628013,-0.4891579558511422,578.8164941026236,578.8164941026236,0.8
HF_0027,PUT_HF,2025-01-08,STOP_LOSS,8,0.3096379820545342,0.10617198453822108,-162.77279801305048,-0.6571092995964499,578.8164941026236,578.8164941026236,0.8
HF_0026,PUT_HF,2025-01-08,SCALP_PROFIT,12,0.20274574571473775,0.3608475771434129,189.72219771441016,0.7798034472749116,578.8164941026236,578.8164941026236,0.8
