date,vix,spy_price,strategy,contracts,pnl,daily_pnl,account_value,risk_amount,risk_percentage,max_loss_per_contract,max_profit_per_contract
2024-06-13,15.236089009733508,548.5481989391712,diagonal_spread,30,-23.99774494771262,-23.99774494771262,24976.002255052288,78.62460146707284,0.3148005860352139,2.620820048902428,3.8581764396965155
2024-06-14,12.756560676256807,553.1979282938863,diagonal_spread,30,64.52574845434187,64.52574845434187,25040.52800350663,96.40579685168512,0.38499905768035175,3.2135265617228375,3.662009952463464
2024-06-17,13.737617409893186,555.4145940209079,diagonal_spread,30,50.42991068984711,50.42991068984711,25090.95791419648,105.88086370842228,0.4219881284345658,3.529362123614076,2.6273768067690084
2024-06-18,15.827557321682832,553.157194098199,diagonal_spread,30,-43.45994370274693,-43.45994370274693,25047.497970493732,88.90049292096889,0.354927637984819,2.963349764032296,2.188747615297014
2024-06-19,14.679132494366074,548.7155147724291,diagonal_spread,30,24.616278327857508,24.616278327857508,25072.11424882159,80.77504185040561,0.32217084306801974,2.6925013950135206,2.5099051195446895
2024-06-20,14.698640156952736,556.1629900106692,diagonal_spread,30,28.680566690620942,28.680566690620942,25100.79481551221,112.46319284794563,0.4480463414586527,3.748773094931521,2.9496024421389797
2024-06-24,13.081123924107201,554.8628929855707,diagonal_spread,30,-65.59520939062725,-65.59520939062725,25035.199606121583,96.60800494592672,0.38588869458146535,3.220266831530891,3.3410427142567705
2024-06-25,15.992124440593852,551.1582539580809,diagonal_spread,30,-25.303547590579537,-25.303547590579537,25009.896058531005,109.13038752680079,0.4363488247668101,3.637679584226693,4.010766518159367
2024-06-26,14.257140359038074,556.3747255231069,diagonal_spread,30,-46.20735608705037,-46.20735608705037,24963.688702443953,73.65682208812865,0.2950558427726173,2.4552274029376218,3.596125257826637
2024-06-27,14.382270453095884,553.2894956238968,diagonal_spread,30,-28.508166392623224,-28.508166392623224,24935.180536051328,89.3541740747294,0.35834580762525853,2.9784724691576465,3.8038318359137304
2024-06-28,12.81021639596541,555.6082927533107,diagonal_spread,30,98.64787106898645,98.64787106898645,25033.828407120316,77.54610306973379,0.30976525766900886,2.5848701023244596,4.189853908185572
2024-07-01,16.579668537403997,553.3771866065628,diagonal_spread,30,-24.555796214823907,-24.555796214823907,25009.272610905493,80.35922154983415,0.3213177080359901,2.678640718327805,4.447580751826614
2024-07-02,14.998862001560159,555.6916137910447,diagonal_spread,30,86.77510441994303,86.77510441994303,25096.047715325436,98.43985650968581,0.39225242805691435,3.2813285503228604,4.25693931983252
2024-07-03,15.473248592286934,550.9332393787496,diagonal_spread,30,-17.88710626426826,-17.88710626426826,25078.160609061168,70.36678022952339,0.28058987788800854,2.3455593409841127,2.073889796082678
2024-07-04,15.676123392190695,549.8361246760998,diagonal_spread,30,60.31205951102462,60.31205951102462,25138.47266857219,71.64500724336862,0.28500143261662164,2.3881669081122876,2.558714233259081
2024-07-05,15.379653769614793,552.2056215258468,diagonal_spread,30,60.354311010911665,60.354311010911665,25198.826979583104,108.00969669353017,0.4286298595606973,3.6003232231176723,3.1180731115209586
2024-07-08,15.970877265924319,551.0404382054995,diagonal_spread,30,-30.502852250922945,-30.502852250922945,25168.32412733218,92.02178627232432,0.36562540202027566,3.067392875744144,4.735712903818197
2024-07-09,20.007784827817595,550.7664412357075,iron_condor,30,-14.319835268964013,-14.319835268964013,25154.004292063215,46.164865124296554,0.18352889101980016,1.5388288374765517,0.8611711625234482
2024-07-11,14.747326523514536,550.6515606186647,diagonal_spread,30,-35.754532730122,-35.754532730122,25118.24975933309,84.07380063584063,0.33471201792076155,2.8024600211946877,4.553374154710463
